Station Number,Station Name,Start Time,End Time,Precipitation
140025,ASHDODPORT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
140025,ASHDODPORT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
140025,ASHDODPORT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
140025,ASHDODPORT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
140025,ASHDODPORT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
140050,NIRGALLIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
140050,NIRGALLIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
140050,NIRGALLIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
140050,NIRGALLIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
140050,NIRGALLIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
140050,NIRGALLIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
140101,BENEDAROM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
140101,BENEDAROM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
140101,BENEDAROM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
140101,BENEDAROM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
140101,BENEDAROM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
140101,BENEDAROM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
140198,QEVUZATYAVNE,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
140198,QEVUZATYAVNE,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
140198,QEVUZATYAVNE,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
140198,QEVUZATYAVNE,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
140198,QEVUZATYAVNE,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
140198,QEVUZATYAVNE,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
140300,REVADIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
140300,REVADIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
140300,REVADIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
140300,REVADIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
140300,REVADIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
140300,REVADIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
140801,BEERTUVEYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
140801,BEERTUVEYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
140801,BEERTUVEYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
140801,BEERTUVEYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
140801,BEERTUVEYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
140801,BEERTUVEYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
140819,OROT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
140819,OROT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
140819,OROT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
140819,OROT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
140819,OROT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
140819,OROT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
140852,KEFARMENAHEM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
140852,KEFARMENAHEM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
140852,KEFARMENAHEM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
140852,KEFARMENAHEM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
140852,KEFARMENAHEM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
140852,KEFARMENAHEM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
140855,NIZZAN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
140855,NIZZAN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
140855,NIZZAN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
140855,NIZZAN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
140855,NIZZAN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
140855,NIZZAN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
140950,KEFARWARBURG,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
140950,KEFARWARBURG,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
140950,KEFARWARBURG,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
140950,KEFARWARBURG,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
140950,KEFARWARBURG,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
140950,KEFARWARBURG,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
141102,TIMORIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
141102,TIMORIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
141102,TIMORIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
141102,TIMORIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
141102,TIMORIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
141102,TIMORIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
141150,MASSUOTYIZHAQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
141150,MASSUOTYIZHAQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
141150,MASSUOTYIZHAQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
141150,MASSUOTYIZHAQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
141150,MASSUOTYIZHAQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
141150,MASSUOTYIZHAQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
141255,QEDMA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
141255,QEDMA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
141255,QEDMA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
141255,QEDMA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
141255,QEDMA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
141255,QEDMA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
141350,ENZURIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
141350,ENZURIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
141350,ENZURIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
141350,ENZURIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
141350,ENZURIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
141350,ENZURIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
141620,ASHQELONSTADIUM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
141620,ASHQELONSTADIUM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
141620,ASHQELONSTADIUM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
141620,ASHQELONSTADIUM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
141620,ASHQELONSTADIUM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
141620,ASHQELONSTADIUM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
141747,NEGBA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
141747,NEGBA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
141747,NEGBA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
141747,NEGBA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
141747,NEGBA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
141747,NEGBA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
141853,NIRBANIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
141853,NIRBANIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
141853,NIRBANIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
141853,NIRBANIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
141853,NIRBANIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
141853,NIRBANIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
141940,ASHQELON,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
141940,ASHQELON,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
141940,ASHQELON,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
141940,ASHQELON,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
141940,ASHQELON,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
141940,ASHQELON,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
142303,GAT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
142303,GAT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
142303,GAT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
142303,GAT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
142303,GAT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
142303,GAT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
142348,MAVQIIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
142348,MAVQIIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
142348,MAVQIIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
142348,MAVQIIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
142348,MAVQIIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
142348,MAVQIIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
142421,TALMEYAFE,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
142421,TALMEYAFE,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
142421,TALMEYAFE,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
142421,TALMEYAFE,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
142421,TALMEYAFE,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
142421,TALMEYAFE,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
142600,ZIQIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
142600,ZIQIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
142600,ZIQIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
142600,ZIQIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
142600,ZIQIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
142600,ZIQIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
142720,QIRYATGAT I,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
142720,QIRYATGAT I,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
142720,QIRYATGAT I,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
142720,QIRYATGAT I,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
142720,QIRYATGAT I,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
142720,QIRYATGAT I,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
142802,KARMIYYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
142802,KARMIYYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
142802,KARMIYYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
142802,KARMIYYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
142802,KARMIYYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
142802,KARMIYYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
142898,GEVARAM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
142898,GEVARAM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
142898,GEVARAM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
142898,GEVARAM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
142898,GEVARAM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
142898,GEVARAM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
143000,YADMORDEKHAY,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
143000,YADMORDEKHAY,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
143000,YADMORDEKHAY,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
143000,YADMORDEKHAY,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
143000,YADMORDEKHAY,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
143000,YADMORDEKHAY,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
143200,BERORHAYIL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
143200,BERORHAYIL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
143200,BERORHAYIL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
143200,BERORHAYIL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
143200,BERORHAYIL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
143200,BERORHAYIL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
143220,ORHANER,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
143220,ORHANER,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
143220,ORHANER,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
143220,ORHANER,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
143220,ORHANER,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
143220,ORHANER,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
143452,NIRAM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
143452,NIRAM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
143452,NIRAM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
143452,NIRAM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
143452,NIRAM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
143452,NIRAM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
143702,MEFALSIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
143702,MEFALSIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
143702,MEFALSIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
143702,MEFALSIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
143702,MEFALSIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
143702,MEFALSIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
143750,GEVIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
143750,GEVIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
143750,GEVIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
143750,GEVIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
143750,GEVIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
143750,GEVIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
143952,NAHALOZ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
143952,NAHALOZ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
143952,NAHALOZ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
143952,NAHALOZ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
143952,NAHALOZ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
143952,NAHALOZ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144001,SAAD,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144001,SAAD,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144001,SAAD,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144001,SAAD,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144001,SAAD,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144001,SAAD,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144030,YAKHINI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144030,YAKHINI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144030,YAKHINI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144030,YAKHINI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144030,YAKHINI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144030,YAKHINI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144069,ALUMIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144069,ALUMIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144069,ALUMIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144069,ALUMIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144069,ALUMIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144069,ALUMIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144101,TEQUMA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144101,TEQUMA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144101,TEQUMA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144101,TEQUMA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144101,TEQUMA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144101,TEQUMA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144249,BEERI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144249,BEERI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144249,BEERI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144249,BEERI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144249,BEERI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144249,BEERI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144604,KISSUFIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144604,KISSUFIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144604,KISSUFIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144604,KISSUFIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144604,KISSUFIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144604,KISSUFIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144702,NIRIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144702,NIRIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144702,NIRIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144702,NIRIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144702,NIRIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144702,NIRIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144750,NIROZ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144750,NIROZ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144750,NIROZ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144750,NIROZ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144750,NIROZ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144750,NIROZ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144800,MAGEN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144800,MAGEN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144800,MAGEN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144800,MAGEN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144800,MAGEN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144800,MAGEN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144873,BESOR FARM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144873,BESOR FARM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144873,BESOR FARM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144873,BESOR FARM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144873,BESOR FARM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144873,BESOR FARM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144902,NIRYIZHAQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144902,NIRYIZHAQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144902,NIRYIZHAQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144902,NIRYIZHAQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144902,NIRYIZHAQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144902,NIRYIZHAQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
144960,TALMEYOSEF,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
144960,TALMEYOSEF,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
144960,TALMEYOSEF,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
144960,TALMEYOSEF,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
144960,TALMEYOSEF,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
144960,TALMEYOSEF,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210061,METULA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210061,METULA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210061,METULA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210061,METULA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210061,METULA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210061,METULA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210160,KEFAR GILADI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210160,KEFAR GILADI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210160,KEFAR GILADI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210160,KEFAR GILADI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210160,KEFAR GILADI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210160,KEFAR GILADI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210398,YIFTAH,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210398,YIFTAH,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210398,YIFTAH,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210398,YIFTAH,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210398,YIFTAH,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210398,YIFTAH,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210452,MALKIYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210452,MALKIYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210452,MALKIYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210452,MALKIYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210452,MALKIYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210452,MALKIYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210502,HANITA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210502,HANITA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210502,HANITA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210502,HANITA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210502,HANITA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210502,HANITA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210650,YIRON,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210650,YIRON,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210650,YIRON,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210650,YIRON,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210650,YIRON,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210650,YIRON,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210675,BARAMMOP,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210675,BARAMMOP,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210675,BARAMMOP,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210675,BARAMMOP,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210675,BARAMMOP,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210675,BARAMMOP,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210700,MAZZUVA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210700,MAZZUVA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210700,MAZZUVA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210700,MAZZUVA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210700,MAZZUVA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210700,MAZZUVA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210753,ELON,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210753,ELON,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210753,ELON,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210753,ELON,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210753,ELON,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210753,ELON,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210803,BARAM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210803,BARAM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210803,BARAM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210803,BARAM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210803,BARAM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210803,BARAM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
210902,FASSUTA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
210902,FASSUTA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
210902,FASSUTA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
210902,FASSUTA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
210902,FASSUTA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
210902,FASSUTA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
211010,MATAT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
211010,MATAT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00
211010,MATAT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00
211010,MATAT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00
211010,MATAT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00
211010,MATAT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00
211032,ABIRIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00
