Station Number,Station Name,Start Time,End Time,Precipitation,Accumulated
138280,KEFARBILU,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
138280,KEFARBILU,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
138280,KEFARBILU,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
138401,GIVATBRENNER,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
138401,GIVATBRENNER,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
138401,GIVATBRENNER,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
138401,GIVATBRENNER,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
138401,GIVATBRENNER,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
138401,GIVATBRENNER,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
138510,BETGAMLIEL ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
138510,BETGAMLIEL ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
138510,BETGAMLIEL ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
138510,BETGAMLIEL ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
138510,BETGAMLIEL ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
138510,BETGAMLIEL ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
138946,HAFEZHAYYIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
138946,HAFEZHAYYIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
138946,HAFEZHAYYIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
138946,HAFEZHAYYIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
138946,HAFEZHAYYIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
138946,HAFEZHAYYIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
139000,BETHILQIYYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
139000,BETHILQIYYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
139000,BETHILQIYYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
139000,BETHILQIYYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
139000,BETHILQIYYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
139000,BETHILQIYYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
140025,ASHDODPORT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
140025,ASHDODPORT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
140025,ASHDODPORT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
140025,ASHDODPORT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
140025,ASHDODPORT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
140025,ASHDODPORT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
140050,NIRGALLIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
140050,NIRGALLIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
140050,NIRGALLIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
140050,NIRGALLIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
140050,NIRGALLIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
140050,NIRGALLIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
140101,BENEDAROM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
140101,BENEDAROM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
140101,BENEDAROM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
140101,BENEDAROM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
140101,BENEDAROM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
140101,BENEDAROM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
140198,QEVUZATYAVNE,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
140198,QEVUZATYAVNE,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
140198,QEVUZATYAVNE,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
140198,QEVUZATYAVNE,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
140198,QEVUZATYAVNE,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
140198,QEVUZATYAVNE,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
140300,REVADIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
140300,REVADIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
140300,REVADIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
140300,REVADIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
140300,REVADIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
140300,REVADIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
140801,BEERTUVEYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
140801,BEERTUVEYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
140801,BEERTUVEYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
140801,BEERTUVEYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
140801,BEERTUVEYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
140801,BEERTUVEYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
140819,OROT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
140819,OROT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
140819,OROT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
140819,OROT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
140819,OROT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
140819,OROT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
140852,KEFARMENAHEM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
140852,KEFARMENAHEM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
140852,KEFARMENAHEM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
140852,KEFARMENAHEM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
140852,KEFARMENAHEM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
140852,KEFARMENAHEM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
140855,NIZZAN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
140855,NIZZAN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
140855,NIZZAN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
140855,NIZZAN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
140855,NIZZAN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
140855,NIZZAN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
140950,KEFARWARBURG,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
140950,KEFARWARBURG,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
140950,KEFARWARBURG,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
140950,KEFARWARBURG,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
140950,KEFARWARBURG,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
140950,KEFARWARBURG,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
141102,TIMORIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
141102,TIMORIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
141102,TIMORIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
141102,TIMORIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
141102,TIMORIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
141102,TIMORIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
141150,MASSUOTYIZHAQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
141150,MASSUOTYIZHAQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
141150,MASSUOTYIZHAQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
141150,MASSUOTYIZHAQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
141150,MASSUOTYIZHAQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
141150,MASSUOTYIZHAQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
141255,QEDMA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
141255,QEDMA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
141255,QEDMA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
141255,QEDMA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
141255,QEDMA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
141255,QEDMA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
141350,ENZURIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
141350,ENZURIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
141350,ENZURIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
141350,ENZURIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
141350,ENZURIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
141350,ENZURIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
141620,ASHQELONSTADIUM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
141620,ASHQELONSTADIUM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
141620,ASHQELONSTADIUM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
141620,ASHQELONSTADIUM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
141620,ASHQELONSTADIUM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
141620,ASHQELONSTADIUM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
141747,NEGBA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
141747,NEGBA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
141747,NEGBA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
141747,NEGBA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
141747,NEGBA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
141747,NEGBA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
141853,NIRBANIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
141853,NIRBANIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
141853,NIRBANIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
141853,NIRBANIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
141853,NIRBANIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
141853,NIRBANIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
141940,ASHQELON,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
141940,ASHQELON,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
141940,ASHQELON,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
141940,ASHQELON,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
141940,ASHQELON,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
141940,ASHQELON,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
142303,GAT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
142303,GAT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
142303,GAT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
142303,GAT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
142303,GAT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
142303,GAT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
142348,MAVQIIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
142348,MAVQIIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
142348,MAVQIIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
142348,MAVQIIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
142348,MAVQIIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
142348,MAVQIIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
142421,TALMEYAFE,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
142421,TALMEYAFE,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
142421,TALMEYAFE,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
142421,TALMEYAFE,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
142421,TALMEYAFE,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
142421,TALMEYAFE,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
142600,ZIQIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
142600,ZIQIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
142600,ZIQIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
142600,ZIQIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
142600,ZIQIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
142600,ZIQIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
142720,QIRYATGAT I,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
142720,QIRYATGAT I,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
142720,QIRYATGAT I,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
142720,QIRYATGAT I,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
142720,QIRYATGAT I,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
142720,QIRYATGAT I,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
142802,KARMIYYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
142802,KARMIYYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
142802,KARMIYYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
142802,KARMIYYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
142802,KARMIYYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
142802,KARMIYYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
142898,GEVARAM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
142898,GEVARAM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
142898,GEVARAM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
142898,GEVARAM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
142898,GEVARAM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
142898,GEVARAM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
143000,YADMORDEKHAY,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
143000,YADMORDEKHAY,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
143000,YADMORDEKHAY,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
143000,YADMORDEKHAY,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
143000,YADMORDEKHAY,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
143000,YADMORDEKHAY,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
143200,BERORHAYIL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
143200,BERORHAYIL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
143200,BERORHAYIL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
143200,BERORHAYIL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
143200,BERORHAYIL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
143200,BERORHAYIL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
143220,ORHANER,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
143220,ORHANER,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
143220,ORHANER,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
143220,ORHANER,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
143220,ORHANER,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
143220,ORHANER,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
143452,NIRAM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
143452,NIRAM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
143452,NIRAM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
143452,NIRAM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
143452,NIRAM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
143452,NIRAM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
143702,MEFALSIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
143702,MEFALSIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
143702,MEFALSIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
143702,MEFALSIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
143702,MEFALSIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
143702,MEFALSIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
143750,GEVIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
143750,GEVIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
143750,GEVIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
143750,GEVIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
143750,GEVIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
143750,GEVIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
143952,NAHALOZ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
143952,NAHALOZ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
143952,NAHALOZ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
143952,NAHALOZ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
143952,NAHALOZ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
143952,NAHALOZ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144001,SAAD,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144001,SAAD,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144001,SAAD,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144001,SAAD,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144001,SAAD,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144001,SAAD,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144030,YAKHINI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144030,YAKHINI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144030,YAKHINI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144030,YAKHINI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144030,YAKHINI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144030,YAKHINI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144069,ALUMIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144069,ALUMIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144069,ALUMIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144069,ALUMIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144069,ALUMIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144069,ALUMIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144101,TEQUMA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144101,TEQUMA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144101,TEQUMA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144101,TEQUMA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144101,TEQUMA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144101,TEQUMA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144249,BEERI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144249,BEERI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144249,BEERI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144249,BEERI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144249,BEERI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144249,BEERI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144604,KISSUFIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144604,KISSUFIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144604,KISSUFIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144604,KISSUFIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144604,KISSUFIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144604,KISSUFIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144702,NIRIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144702,NIRIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144702,NIRIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144702,NIRIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144702,NIRIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144702,NIRIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144750,NIROZ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144750,NIROZ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144750,NIROZ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144750,NIROZ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144750,NIROZ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144750,NIROZ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144800,MAGEN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144800,MAGEN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144800,MAGEN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144800,MAGEN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144800,MAGEN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144800,MAGEN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144873,BESOR FARM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144873,BESOR FARM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144873,BESOR FARM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144873,BESOR FARM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144873,BESOR FARM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144873,BESOR FARM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144902,NIRYIZHAQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144902,NIRYIZHAQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144902,NIRYIZHAQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144902,NIRYIZHAQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144902,NIRYIZHAQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144902,NIRYIZHAQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
144960,TALMEYOSEF,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
144960,TALMEYOSEF,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
144960,TALMEYOSEF,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
144960,TALMEYOSEF,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
144960,TALMEYOSEF,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
144960,TALMEYOSEF,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210061,METULA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210061,METULA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
210061,METULA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210061,METULA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210061,METULA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210061,METULA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210160,KEFAR GILADI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210160,KEFAR GILADI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
210160,KEFAR GILADI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210160,KEFAR GILADI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210160,KEFAR GILADI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210160,KEFAR GILADI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210398,YIFTAH,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210398,YIFTAH,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
210398,YIFTAH,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210398,YIFTAH,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210398,YIFTAH,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210398,YIFTAH,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210452,MALKIYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210452,MALKIYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
210452,MALKIYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210452,MALKIYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210452,MALKIYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210452,MALKIYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210502,HANITA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210502,HANITA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
